曲名,舞萌ID,舞萌类型,舞萌分类,舞萌谱面,舞萌BPM,舞萌版本,舞萌追加日期,舞萌是否锁定,舞萌别名,中二No.,中二分类,中二创作者,中二谱面,中二BPM,中二版本,中二别名
マツヨイナイトバグ,1102,DX,東方Project,DX 3 | DX 7+ | DX 10+ | DX 13+ | DX 14,190,UNiVERSE,2021-11-12,否,マツヨイナイトバグ|蠢虫|待宵的萤火虫|绿色夜光虫|阿氯|萤火虫|绿色苍蝇|东方绿毛虫|莉格露|绿色女人|绿毛虫|苍蝇妹|绿毛龟|nightbug|绿头发,1539,東方Project,ビートまりおとまろん,STD 3 | STD 7 | STD 11 | STD 14,190,LUMINOUS PLUS,
Technicians High,1098,DX/STD,maimai,DX 5 | DX 8 | DX 11+ | DX 13 ; STD 4 | STD 7+ | STD 11 | STD 13+,165,UNiVERSE,2019-08-09,否,technicians high|蓝的盆|高科技|标准科技高|科技很高|科技高|dx科技高|科技,795,ゲキマイ,HiTECH NINJA,STD 3 | STD 6 | STD 11+ | STD 14,165,CHUNITHM NEW,科技高
セカイはまだ始まってすらいない,1093,DX,niconico＆ボーカロイド,DX 2 | DX 6 | DX 8+ | DX 12+,138,UNiVERSE,2021-10-15,否,セカイはまだ始まってすらいない|世界还没有开始|世界还未开始|天马司倒了,853,niconico,ピノキオピー / 初音ミク / ワンダーランズ×ショウタイム「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,STD 3 | STD 5 | STD 8+ | STD 12,138,PARADISE,
アンビバレンス,1089,DX,maimai,DX 4 | DX 7 | DX 10+ | DX 13 | DX 13+,187,UNiVERSE,2021-09-22,否,アンビバレンス|言叶5|ambivalence|我喜欢阿瓦鲁|二律背反|矛盾心理|穿心,1206,ゲキマイ,すりぃ×相沢,STD 4 | STD 7 | STD 10+ | STD 12+,187,SUN,
Southern Cross,1088,DX,ゲーム＆バラエティ,DX 3 | DX 7 | DX 10+ | DX 13 | DX 13+,171,UNiVERSE,2021-09-22,否,southern cross|南方十字|特大|南十字星|全是交互|麦当劳1+1|南十字|南十字深深封印|噩梦之城|打交神曲|403|♂十字|守护南十字星|舞萌特大|🌟|1+1|一加一|打交|商场跑圈|舞立方体验票|星星保卫战|绕着商场跑一圈|鼓手模拟器|和ysk猜拳,1720,VARIETY,403,STD 3 | STD 7 | STD 11+ | STD 14+,171,VERSE,南十字
廻廻奇譚,1087,DX,POPS＆アニメ,DX 4 | DX 7 | DX 9+ | DX 11+ | DX 13,185,UNiVERSE,2021-09-16,否,廻廻奇譚|灰灰鸡蛋|廻廻奇谭|奇谭|回回奇谈|保龄球|🤞|咒术回战|🎳|咒术回战主题曲|轮回奇谭|回回奇谭,871,POPS & ANIME,Eve TVアニメ「呪術廻戦」第1クールオープニングテーマ,STD 3 | STD 6 | STD 9 | STD 12,178,,回回奇谭
グッバイ宣言,1085,DX,niconico＆ボーカロイド,DX 2 | DX 7 | DX 9+ | DX 12+,170,UNiVERSE,2021-09-16,否,"グッバイ宣言|扭手宣言|卡手宣言|886宣言|再见宣言|one,two|✌️👌|再会宣言|七濑玲奈",997,niconico,Chinozo,STD 3 | STD 5 | STD 9 | STD 12,170,CHUNITHM NEW,再见宣言
竹,1083,DX,ゲーム＆バラエティ,DX 5 | DX 8+ | DX 12 | DX 14,150,UNiVERSE,2021-09-16,否,竹|take|🎍|↑↓|ta↓ke↑|bamboo,1032,VARIETY,立秋 feat.ちょこ,STD 5 | STD 7+ | STD 13 | STD 14+,183,CHUNITHM NEW PLUS,屎|大便
テレキャスタービーボーイ,1080,DX,niconico＆ボーカロイド,DX 2 | DX 7 | DX 9+ | DX 11+ | DX 12+,182,UNiVERSE,2021-09-16,否,テレキャスタービーボーイ|电吉他说唱男孩|telecaster b-boy|♡|电吉他b男|比心|我爱你|tbb|电视广播员蜜蜂男孩|合体|bboy|telecaster b boy|pop子,998,niconico,すりぃ,STD 3 | STD 5 | STD 9+ | STD 12+,182,CHUNITHM NEW,telecaster|telecaster b-boy
NAGAREBOSHI☆ROCKET,1079,DX,maimai,DX 6 | DX 8 | DX 12 | DX 14,216,UNiVERSE,2021-09-16,否,nagareboshi☆rocket|流星火箭|火箭|那旮热博士|火箭猫猫|福瑞火箭|火箭福瑞|火箭猫|梅干茶渍|飞天兽太|小羊|像素猫猫,1615,ゲキマイ,梅干茶漬け,STD 3 | STD 6 | STD 12 | STD 14,216,LUMINOUS PLUS,
とびだせ！TO THE COSMIC!!,1076,DX,maimai,DX 4 | DX 8 | DX 12 | DX 13+,185,UNiVERSE,2021-09-16,否,とびだせ！to the cosmic!!|起飞|太空牛奶猫|とびだせ|女同13|とびだぜ|universe主题曲|新牛奶|飞向宇宙|缝合怪|牛奶3|牛奶2|宇宙牛奶|舞萌2023主题曲|压缩tpz|uni|uni主题曲|去宇宙|猫娘开飞船,1038,ゲキマイ,t+pazolite feat. しゃま(CV:種﨑 敦美) & みるく(CV:伊藤 あすか),STD 3 | STD 7 | STD 10 | STD 13+,185,CHUNITHM NEW PLUS,宇宙牛奶
脳天直撃,1075,DX,オンゲキ＆CHUNITHM,DX 5 | DX 8+ | DX 12+ | DX 14+,145,UNiVERSE,2021-09-16,否,脳天直撃|脑天直击|脑天直寄|头部受到打击|脑天|脑花|脑瘫直击|生鱼片蘸芥末|脑瘫至极,906,ゲキマイ,黒沢ダイスケ VS 穴山大輔,STD 4 | STD 9 | STD 13 | STD 15,145,CHUNITHM NEW,脑天|脑天直击|nt|脑瘫
宿星審判,1074,DX,オンゲキ＆CHUNITHM,DX 4 | DX 8 | DX 12 | DX 14,189,UNiVERSE,2021-07-30,否,宿星審判|审判|宿星|奏明天空|宿暗示|曹逸凡|星怒审判|雷电法王|竹雨|爱蜜莉雅|大慈树王|纳希坦|纳西妲|原神草神|宿星审判|宿,733,ORIGINAL,suzu,STD 4 | STD 9+ | STD 13+ | STD 15+,189,CRYSTAL PLUS,雅迪|宿星审判|宿
Splash Dance!!,1073,DX,オンゲキ＆CHUNITHM,DX 3 | DX 7 | DX 10 | DX 13,155,Splash PLUS,2021-09-03,否,splash dance!!|五个音击小女孩|爽舞|水花之舞|泳装2|splash dance|飞溅之舞,1158,ゲキマイ,曲：Q-MHz／歌：オンゲキシューターズ,STD 3 | STD 6 | STD 9+ | STD 12,155,CHUNITHM NEW PLUS,
MEGATON BLAST,1072,DX,オンゲキ＆CHUNITHM,DX 5 | DX 9 | DX 12+ | DX 14,194,Splash PLUS,2021-09-03,否,megaton blast|百万吨爆炸|华尔兹2|mb|威震天爆炸|早濑优香|高濑梨绪|mfy|核爆|百万吨爆|优香|体操服优香,628,ゲキマイ,BlackY vs. Yooh,STD 4 | STD 8 | STD 13 | STD 14+,194,CRYSTAL,百万爆|早濑优香|优香|体操服优香|百万吨爆炸|爆
BOUNCE & DANCE,1070,DX,オンゲキ＆CHUNITHM,DX 3 | DX 7+ | DX 10 | DX 13+,135,Splash PLUS,2021-09-03,否,bounce & dance|弹舞|弹力舞|又蹦又跳|小白兔|小星|弹跳|bounce＆dance|bounce dance,1724,ゲキマイ,IOSYS TRAX,STD 3 | STD 7 | STD 11 | STD 14+,135,VERSE,
トラフィック・ジャム,1068,DX,niconico＆ボーカロイド,DX 2 | DX 6 | DX 9+ | DX 12+,130,Splash PLUS,2021-08-20,否,トラフィック・ジャム|traffic jam|堵车|黄埔|交通堵塞|煮儿果实|黄谱|黄歌|交通阻塞|trafficjam|jam,1051,niconico,煮ル果実,STD 2 | STD 5 | STD 9+ | STD 13,130,CHUNITHM NEW PLUS,
蒼穹舞楽,1054,DX,maimai,DX 5 | DX 8 | DX 12+ | DX 13+,195,Splash PLUS,2021-05-28,否,蒼穹舞楽|妍酱|苍穹|斗破苍穹|菅穹舞乐|苍穹舞乐|神里绫人,1041,ゲキマイ,Capchii,STD 3 | STD 7 | STD 12+ | STD 14,195,CHUNITHM NEW PLUS,苍穹舞乐
トランスダンスアナーキー,1052,DX,東方Project,DX 4 | DX 7+ | DX 10+ | DX 13,195,Splash PLUS,2021-06-11,否,トランスダンスアナーキー|trance|尬舞姐妹|女同9|trance dance anarchy,523,東方Project,暁Records,STD 3 | STD 6 | STD 9 | STD 12+,195,AMAZON PLUS,trance dance anarchy
ハウリング,1051,DX,東方Project,DX 3 | DX 7 | DX 9+ | DX 13,184,Splash PLUS,2021-06-11,否,ハウリング|黄灵梦|黄|yellow|howling|嚎叫,1060,東方Project,Liz Triangle,STD 3 | STD 6 | STD 9 | STD 12,184,CHUNITHM NEW PLUS,
Melody！,1049,DX,東方Project,DX 3 | DX 6 | DX 9+ | DX 12,175,Splash PLUS,2021-06-11,否,melody！|旋律|melody|美乐蒂|东方绚彩歌|马老弟,361,東方Project,あ～るの～と（いえろ～ぜぶら）,STD 3 | STD 6 | STD 9 | STD 12,175,STAR,
星めぐり、果ての君へ。,1045,DX,maimai,DX 4 | DX 7+ | DX 10+ | DX 12+ | DX 13,175,Splash PLUS,2021-05-28,否,星めぐり、果ての君へ。|星果|星果君|星斗流转、赴你为终|星间巡游致尽头的你|🥺|星斗流转,1039,ゲキマイ,TAKU1175 ft.駄々子,STD 3 | STD 6 | STD 9 | STD 12+,175,CHUNITHM NEW PLUS,
ALiVE,1041,DX,ゲーム＆バラエティ,DX 3 | DX 7+ | DX 11 | DX 13,170,Splash PLUS,2021-05-14,否,alive|余华|嗷呜|活着|活,1432,POPS & ANIME,ClariS「リコリス・リコイル」,STD 3 | STD 6 | STD 9 | STD 12+,180,LUMINOUS,
ベースラインやってる？笑,1040,DX,ゲーム＆バラエティ,DX 2 | DX 7+ | DX 11 | DX 13,128,Splash PLUS,2021-05-14,否,ベースラインやってる？笑|lol|变态萝莉|bassline|什么什么笑|颜文字|女流氓|妹妹v50|痴女nanahira|学妹恰个v|女痴汉|笑|nanahira|舞时|妹妹恰个v|ななひら|要来段bassline吗？笑,851,VARIETY,かめりあ feat. ななひら,STD 3 | STD 5 | STD 10 | STD 14,128,PARADISE LOST,w|bassline|baseline
幽霊東京,1037,DX,niconico＆ボーカロイド,DX 1 | DX 6 | DX 8+ | DX 12,124,Splash PLUS,2021-04-28,否,幽霊東京|幽灵东京|诱0东京|杨陵东京|幽灵京东|幽灵线东京|汐子|东京|黑子|幽灵北京,958,niconico,Ayase,STD 2 | STD 5 | STD 8 | STD 11+,124,PARADISE LOST,幽灵东京
CO5M1C R4ILR0AD,1032,DX,ゲーム＆バラエティ,DX 4 | DX 8 | DX 11+ | DX 14,155,Splash PLUS,2021-04-16,否,co5m1c r4ilr0ad|514|⭐️奴|cosmic railroad|银河铁路|星怒铁道|宇宙铁路|水晶火车|银河铁道|星奴|火车头|星铁|宇宙铁道|星穹轨道|宇宙泥头车|railroad|雷切2|银河列车|五氧化碳|星穹铁道|崩坏星穹铁道|5140|铁路|co5,531,VARIETY,kanone,STD 3 | STD 7 | STD 11 | STD 14,155,AMAZON PLUS,小杯|星穹铁道|星铁|cosmic railroad
みなえをチェック！,1031,DX,オンゲキ＆CHUNITHM,DX 3 | DX 7+ | DX 10 | DX 13,178,Splash PLUS,2021-04-09,否,みなえをチェック！|美苗|口水歌|指挥棒|注目,623,イロドリミドリ,小野 美苗(CV:伊藤 美来),STD 3 | STD 6 | STD 9 | STD 13+,178,CRYSTAL,
単一指向性オーバーブルーム,1030,DX,オンゲキ＆CHUNITHM,DX 3 | DX 7 | DX 10 | DX 13 | DX 13+,158,Splash PLUS,2021-04-09,否,単一指向性オーバーブルーム|开花|单一指向性|单向性|单一|单一手癖性|大额头,613,イロドリミドリ,葛城 華(CV:丸岡 和佳奈),STD 3 | STD 5 | STD 9 | STD 12+,158,CRYSTAL,单一指向性
サヨナラフリーウェイ,1029,DX,オンゲキ＆CHUNITHM,DX 3 | DX 7+ | DX 9+ | DX 12+,170,Splash PLUS,2021-04-09,否,サヨナラフリーウェイ|再见|再见高速公路|抑郁症|我有抑郁症,509,イロドリミドリ,萩原 七々瀬(CV:東城 日沙子),STD 3 | STD 6 | STD 8 | STD 11+,170,AMAZON PLUS,
オーケー？　オーライ！,1028,DX,オンゲキ＆CHUNITHM,DX 3 | DX 7 | DX 9 | DX 12+,150,Splash PLUS,2021-04-09,否,オーケー？ オーライ！|ok|3q|ok all right|？！,474,イロドリミドリ,五十嵐 撫子(CV:花井 美春),STD 3 | STD 6 | STD 9 | STD 11+,150,AMAZON,
ハジマリノピアノ,1026,DX,オンゲキ＆CHUNITHM,DX 5 | DX 7+ | DX 10+ | DX 13+,190,Splash PLUS,2021-04-01,否,ハジマリノピアノ|大灵通|yyut|钢琴|哈吉玛丽弄钢琴|最初的钢琴,592,ORIGINAL,ゆゆうた,STD 3 | STD 6 | STD 10+ | STD 14,190,CRYSTAL,最初的钢琴
Sound Chimera,1025,DX,ゲーム＆バラエティ,DX 4 | DX 8 | DX 12 | DX 13+,190,Splash PLUS,2021-03-18,否,sound chimera|声音奇美拉|天使马杀鸡|小奇美拉|音奇美拉|奇美拉|奇美拉之声|himera|灵梦撒币plus,672,VARIETY,Laur,STD 4 | STD 9 | STD 11 | STD 14+,190,CRYSTAL PLUS,奇美拉
もぺもぺ,1024,DX,ゲーム＆バラエティ,DX 3 | DX 8 | DX 12+ | DX 13+,100,Splash PLUS,2021-03-18,否,もぺもぺ|恐怖小花|もペもペ|毛坯毛坯|恶心|小花|草|小花花|儿童金曲|早八早八|好船|小蓝花|闪光弹|小白船|毛八|儿童鞋垫|mope|毛八毛八|鞋垫|烟火大会|毛胚毛胚|宝宝金曲|电棍电棍|mopemope|儿歌|蓝花|四川变脸|儿童邪典,1334,VARIETY,LeaF,STD 2 | STD 5 | STD 12+ | STD 14,100,SUN PLUS,小花花|儿童鞋垫|儿童邪典|mopemope|儿童金曲|mope
Re：End of a Dream,1023,DX,ゲーム＆バラエティ,DX 6 | DX 8 | DX 12 | DX 14,212,Splash PLUS,2021-03-18,否,re：end of a dream|re:end of dream|梦终|美女背靠背|百合|幻梦|re|梦结束|梦的终点|完梦|终梦|俩女人|女同4|reend,1149,VARIETY,uma vs. モリモリあつし,STD 4 | STD 8 | STD 13 | STD 15,212,CHUNITHM NEW PLUS,终梦|reendofadream|end of a dream|re end
ロストワードクロニカル,1021,DX,東方Project,DX 4 | DX 7 | DX 10 | DX 13,184,Splash PLUS,2021-03-18,否,ロストワードクロニカル|东方归言录|lostword|归言录|lost word chronicle|东方号哭|lw|东方lostword|归言录编年史,939,東方Project,東方LostWord feat.いとうかなこ,STD 3 | STD 5 | STD 9+ | STD 13+,184,PARADISE LOST,
KING,1020,DX,niconico＆ボーカロイド,DX 3 | DX 6 | DX 9+ | DX 13,166,Splash PLUS,2021-03-18,否,king|汉堡王|👑|姐就是女王|无名指抠牙|剔牙|浮游生物|小夫|无名指扣牙|burger king|霸者|王|哈哈你是王,875,niconico,Kanaria,STD 3 | STD 5 | STD 9 | STD 12,166,CHUNITHM NEW,哈哈你是王
永遠にゲームで対戦したいキリタン,1019,DX,niconico＆ボーカロイド,DX 2 | DX 6 | DX 9 | DX 12+,126,Splash PLUS,2021-03-18,否,永遠にゲームで対戦したいキリタン|东北往事|切蒲英打电动|对战游戏|切蒲英|东北切蒲英|肝帝打不赢欧皇|猫耳|永远都想玩对战游戏的切蒲英|对战|永远|主播|永远对战|永远都想对战游戏,936,niconico,GYARI,STD 2 | STD 5 | STD 9+ | STD 12+,126,PARADISE LOST,切蒲英|永远对战
雨とペトラ,1018,DX,niconico＆ボーカロイド,DX 3 | DX 7 | DX 9 | DX 12,195,Splash PLUS,2021-03-18,否,雨とペトラ|雨伞|☂|雨|雨与佩特拉|雨和佩特拉|伞|佩特拉,520,niconico,バルーン,STD 3 | STD 5 | STD 9 | STD 12,195,AMAZON PLUS,雨与佩特拉
Paradisoda,1012,DX,maimai,DX 3 | DX 7 | DX 10+ | DX 13,135,Splash PLUS,2021-03-18,否,paradisoda|侧漏|苏打|天堂汽水|sp+主题曲|soda|天堂苏打|splashplus主题曲|splash+主题曲|苏打天堂|泳装乙姬|快乐水,1430,ゲキマイ,魂音泉,STD 2 | STD 5 | STD 9 | STD 12+,135,SUN PLUS,苏打
Desperado Waltz,1009,DX,オンゲキ＆CHUNITHM,DX 5 | DX 8 | DX 11+ | DX 14,172,Splash,2021-03-04,否,desperado waltz|华尔兹|第三只手|华二|安塞腰鼓|亡徒华尔兹|噔噔噔|打鼓的小女孩,1243,ゲキマイ,ぺのれり,STD 4 | STD 9+ | STD 13 | STD 14+,172,SUN,华尔兹|地雷
ポケットからぬりつぶせ！,1007,DX,オンゲキ＆CHUNITHM,DX 3 | DX 6 | DX 10 | DX 13,126,Splash,2021-03-04,否,ポケットからぬりつぶせ！|三小只|口袋涂鸦,1166,ゲキマイ,曲：中山真斗／歌：マーチングポケッツ [日向 千夏(CV：岡咲 美保)、柏木 美亜(CV：和氣 あず未)、東雲 つむぎ(CV：和泉 風花)],STD 2 | STD 5 | STD 10 | STD 11+,126,CHUNITHM NEW PLUS,
BIRTH,1006,DX,maimai,DX 3 | DX 7+ | DX 12+ | DX 14,176,Splash,2021-02-19,否,birth|出生,1829,ゲキマイ,llliiillliiilll,STD 3 | STD 7 | STD 13 | STD 14+,176,X-VERSE-X,
ワンダーシャッフェンの法則,1005,DX,maimai,DX 4 | DX 7+ | DX 10+ | DX 14,170,Splash,2021-02-19,否,ワンダーシャッフェンの法則|创造奇迹的法则|百合咲|炼铜法则|小萝莉法则|六翅一桶|小百合咲|小萝莉2|百合咲2|小扎萝莉|奇迹法则|萝莉棋法则|法则|萝莉法则,1429,ゲキマイ,アリスシャッハと魔法の楽団,STD 3 | STD 6 | STD 10 | STD 14,170,SUN PLUS,百合咲
Regulus,1004,DX,maimai,DX 5 | DX 8 | DX 12 | DX 14+,212,Splash,2021-02-20,否,regulus|大奈子罗兰|真空旗袍|热咕噜|雷古勒斯|大欧派姐姐|白法院鬼叫|狮子座α|大扎修女|大萝莉|八云蓝|白法院|大奶子|女萝莉|如龙4|奶子很大|天界大奶|轩辕十四|巨乳|瑞咕噜|ysk扭大腚|大奈子姐姐,1410,ゲキマイ,お月さま交響曲,STD 4 | STD 9+ | STD 11+ | STD 14,212,SUN PLUS,大扔子|巨乳|热咕噜|星锑
Sweet Requiem,1001,DX,東方Project,DX 4 | DX 7+ | DX 10+ | DX 13+,190,Splash,2021-02-05,否,sweet requiem|sr|镇魂曲|甜蜜镇魂曲|甜蜜安魂曲|灵梦转圈|塞钱|灵梦镇魂曲|红蓝灵梦|redandblue|甘美镇魂曲~永夜遐想,740,東方Project,REDALiCE & aran,STD 4 | STD 6 | STD 10+ | STD 14,190,CRYSTAL PLUS,红蓝灵梦
アスノヨゾラ哨戒班,997,DX,niconico＆ボーカロイド,DX 4 | DX 7 | DX 9 | DX 12+,185,Splash,2021-01-21,否,アスノヨゾラ哨戒班|哨戒班2|dx烧鸡班|哨戒班|烧鸡班|dx哨戒班|明日的夜空哨戒班|小哨戒班,139,niconico,Orangestar,STD 3 | STD 6 | STD 9+ | STD 12+ | STD 14,185,CHUNITHM PLUS,烧鸡班
Grievous Lady,995,DX,ゲーム＆バラエティ,DX 5 | DX 8 | DX 12 | DX 14,210,Splash,2021-01-08,否,grievous lady|老弱病残女|痛苦的女士|生病的女人|病女|对立|gl|有病的女士|对立拉窗帘|伞对立,530,VARIETY,Team Grimoire vs Laur「Arcaea」,STD 4 | STD 9 | STD 12 | STD 14+,210,AMAZON PLUS,病女|gl
Cyaegha,994,DX,ゲーム＆バラエティ,DX 4 | DX 7+ | DX 11 | DX 13+,200,Splash,2021-01-08,否,cyaegha|赛伊格亚|赛落图亚|完型填空|dabcabcaabcadbaa|绿魔王|塞伊格亚|咲弥|咲弥削吐司|完形填空|花绿青|古神语|赛洛图亚|dabcabcd,755,VARIETY,USAO「Arcaea」,STD 4 | STD 8 | STD 11 | STD 14,200,PARADISE,绿魔王|咲弥|老婆|塞伊格亚
Virtual to LIVE,991,DX,POPS＆アニメ,DX 3 | DX 6 | DX 8+ | DX 12 | DX 12+,156,Splash,2020-12-25,否,virtual to live|彩虹社|管人歌|彩虹社歌|管人痴|雨刷器|vtl|虚拟生活|雨刮器|上下反怒锤|虚拟到活|节拍器,954,POPS & ANIME,にじさんじ,STD 2 | STD 5 | STD 9+ | STD 11,156,CHUNITHM NEW,
Climax,990,DX,オンゲキ＆CHUNITHM,DX 4 | DX 8 | DX 12 | DX 14,190,Splash,2020-12-25,否,climax|犀利麦克斯|犀利马克思|妖艳魔男|squirt|我有很多手指|阿莱乌斯|🐍🐳|魔男|高潮|stop play maimai,501,ORIGINAL,USAO,STD 4 | STD 9+ | STD 13 | STD 15,190,AMAZON,香草|高潮|妖艳魔男|魔男
YURUSHITE,989,DX,オンゲキ＆CHUNITHM,DX 5 | DX 8+ | DX 12 | DX 14,270,Splash,2020-12-25,否,yurushite|逢坂茜|灼眼的夏娜|红酒杯|二郎腿|原谅我|犹如屎|黄鱼|犹如史|回娄底|萝莉喝酒|萨塔妮亚|萨塔妮娅|摇晃的红酒杯|红酒|杰斯顿|火神青春版|yuru****e|🍷|娄底人|匹诺康尼|原谅,556,ゲキマイ,t+pazolite,STD 4 | STD 9 | STD 13+ | STD 15,270,AMAZON PLUS,犹如史|逢坂茜|逢板茜|犹如屎|逢坂茜上桌|嬲你妈妈别|回娄底
ベノム,983,DX,niconico＆ボーカロイド,DX 4 | DX 6 | DX 9 | DX 12+,152,Splash,2020-11-27,否,ベノム|猛毒|达咩|咩|🙅|venom,765,niconico,かいりきベア,STD 3 | STD 6 | STD 9 | STD 12+,152,PARADISE,猛毒
レーイレーイ,982,DX,オンゲキ＆CHUNITHM,DX 4 | DX 7+ | DX 10 | DX 13 | DX 13+,188,Splash,2020-11-27,否,レーイレーイ|星野爱|荷珀|抓鬼|捉鬼|抓鬼星野爱|三色幽灵|幽灵|胡桃,593,ORIGINAL,かいりきベア feat.松下,STD 3 | STD 7 | STD 10+ | STD 13,188,CRYSTAL,
カラッポ・ノンフィクション,980,DX,ゲーム＆バラエティ,DX 3 | DX 7 | DX 10 | DX 13+,170,Splash,2020-11-13,否,カラッポ・ノンフィクション|创世纪|彩色纪实文学|空白的非虚构故事,980,VARIETY,Ino(chronoize) feat. 柳瀬マサキ,STD 3 | STD 6 | STD 9 | STD 13,170,CHUNITHM NEW,
デリヘル呼んだら君が来た,977,DX,niconico＆ボーカロイド,DX 3 | DX 7 | DX 10 | DX 13,190,Splash,2020-10-30,否,デリヘル呼んだら君が来た|粉毛|卡姿兰大眼睛|叫了应召女郎结果来的是你|呼君来|应召女郎,259,niconico,ナナホシ管弦楽団,STD 3 | STD 6 | STD 8+ | STD 13,190,AIR PLUS,应召女郎
絶対にチョコミントを食べるアオイチャン,976,DX,niconico＆ボーカロイド,DX 2 | DX 6 | DX 9+ | DX 12+,140,Splash,2020-10-30,否,絶対にチョコミントを食べるアオイチャン|必须要吃薄荷巧克力味冰淇淋的琴叶葵酱|chocomint ice|薄荷巧克力冰淇淋|薄荷巧克力|琴叶葵|冰淇淋|冰淇凌|绝对|巧克力冰淇淋|绝对食|超级小喵|巧克力薄荷冰淇淋|牙膏|琴叶,683,niconico,GYARI,STD 3 | STD 6 | STD 9 | STD 13+,140,CRYSTAL PLUS,琴叶葵
お願いマッスル,975,DX,POPS＆アニメ,DX 3 | DX 6 | DX 8+ | DX 12+,132,Splash,2020-10-30,否,,666,POPS & ANIME,紗倉ひびき（CV:ファイルーズあい）＆街雄鳴造（CV:石川界人）「ダンベル何キロ持てる？」,STD 2 | STD 5 | STD 8 | STD 12+,132,,
Mutation,974,DX,maimai,DX 5 | DX 8 | DX 12 | DX 14,155,Splash,2020-10-16,否,mutation|木他神|仁王|变种|变化|mocation|突变|变异|木忒行|木糖醇|mtt,1490,ゲキマイ,Laur,STD 4 | STD 9 | STD 12+ | STD 15,155,LUMINOUS,木糖醇|突变
Beautiful Future,973,DX,maimai,DX 4 | DX 8 | DX 10+ | DX 13+,172,Splash,2020-10-16,否,beautiful future|雷炎|美好未来|大好前程|无一物啊啊|美丽未来|美味|美好的未来,1531,ゲキマイ,PSYQUI,STD 3 | STD 7 | STD 11+ | STD 13+,172,LUMINOUS,
Komplexe,972,DX,maimai,DX 3 | DX 7+ | DX 11 | DX 13+,165,Splash,2020-10-16,否,komplexe|大黑姬|雄氏老方|kom|黑姬|黑姬唱歌|complex,1042,ゲキマイ,雄之助 feat. Sennzai,STD 3 | STD 6 | STD 10+ | STD 14,165,CHUNITHM NEW PLUS,黑姬|komplexe
"≠彡""/了→",970,DX,maimai,DX 5 | DX 9 | DX 12+ | DX 14,222,Splash,2020-10-01,否,"≠彡""/了→|绝赞熊|太空熊|机密a|宇宙迪拉熊|熊二|キミツアー|≠|kimitour|秘密计划A|三了|火箭熊|キミツア|绝赞天堂|星际传奇|→|心肺功能检查|不等于三引号斜杠了左箭头|立了|你跌来了|太空迪拉熊|你爹来咯",1632,ゲキマイ,水野健治,STD 4 | STD 7+ | STD 13 | STD 15,222,VERSE,你爹来了|太空熊
felys -final remix-,965,DX,ゲーム＆バラエティ,DX 4 | DX 7+ | DX 10+ | DX 14,180,Splash,2020-09-17,否,felys -final remix-|风流韵事|飞叶子|开花歌|felys|非礼死|风流原神|fely|飞雷神|凤梨酥|菲利斯|菲莉丝|核艺味,705,VARIETY,onoken,STD 4 | STD 7 | STD 12 | STD 14,180,CRYSTAL PLUS,凤梨酥
Jörqer,963,DX,maimai,DX 3 | DX 7 | DX 11+ | DX 13+,98,Splash,2020-09-17,否,jörqer|别急1.5|pvq|qer|猫头鹰|jorqer|joker|小金熊|周可儿|j歌,707,ORIGINAL,owl＊tree feat.yu＊tree,STD 3 | STD 6 | STD 10 | STD 13+,98,CRYSTAL PLUS,
