No.,乐曲类型,曲名,类型,难易度,等级,谱面定数,BPM,版本,追加日期,是否锁定,别名
1167,DX,Irresistible,DX,MASTER,13+,13.6,157,UNiVERSE+ (星),2022-05-27,否,irresistible|不可阻挡|可莉|魔卡少女樱
1165,DX,Estahv,DX,MASTER,13+,13.8,191,UNiVERSE+ (星),2022-05-13,否,estahv|六戒|arcahv精神续作|真寻|谢丝塔|白戒|诶司他韦
1164,DX,First Dance,DX,MASTER,13+,13.9,174,UNiVERSE+ (星),2022-05-13,否,first dance|fd|e舞成名|初舞|一曲成名|一！舞！|1！5！|第一舞|15|一舞|一舞成名|井芹仁菜|首舞
1154,DX,Caterpillar Song,DX,MASTER,13+,13.9,90,UNiVERSE+ (星),2022-04-08,否,caterpillar song|毛毛虫|别急15|肯德基老爷爷|🐛|肯德基|臭虫|女菩萨念经|昆虫学家法布尔|室内系武士|毛毛虫之歌|毛毛虫歌
1153,DX,enchanted love,DX,MASTER,13+,13.7,95,UNiVERSE+ (星),2022-04-08,否,enchanted love|别急17|小青蛙|迷人的爱|附魔的爱|附魔爱|el|小骊龙|醉心之爱|🐸|15+|迷惑爱|八月的雨|青蛙|四月的夜明|青蛙王子|蛙泳
1151,DX,遺伝子レベル∞スパイラル,DX,MASTER,13+,13.7,164,UNiVERSE+ (星),2022-04-01,否,遺伝子レベル∞スパイラル|星球大战|遗传|遗伝子|遗传基因 level ♾️ spiral|遗传子|光剑打架
1149,DX,8-EM,DX,MASTER,13+,13.8,168,UNiVERSE+ (星),2022-03-24,否,8-em|大大大|很酷，不说话|涩图|橘优羽|atm|syk|大柰子|小孩|喰喰|8em|国服没奈子
1148,DX,Dreadnought,DX,MASTER,13+,13.9,192,UNiVERSE+ (星),2022-03-24,否,dreadnought|无畏舰|死亡手电筒|手电筒|大喷菇|无畏号战舰|🔦|巧脆卷|望远镜|无畏号|无畏战舰
1147,DX,Armageddon,DX,MASTER,13+,13.9,210,UNiVERSE+ (星),2022-03-24,否,armageddon|阿空|太阳信仰|arma|世界末日|东方树叶|⑥|阿玛革冬|阿妈咯噔|灵乌路空|灵知的太阳信仰|核弹
1146,DX,初音天地開闢神話,DX,MASTER,13+,13.9,240,UNiVERSE+ (星),2022-03-24,否,初音天地開闢神話|开天辟地|天地开辟|开辟神话|开辟|初音未来毁天灭地|初音未来日天日地|毁天灭地|盘古开天辟地|初音毁天灭地神话|初音未来开天辟地|开辟天地|盘古|消失2|神话|盘古未来|初音天地开辟神话|初音未来开辟神话|初音开天辟地
1136,DX,ハードコア・シンドローム,DX,MASTER,13+,13.9,180,UNiVERSE (宙),2022-03-11,否,ハードコア・シンドローム|hardcore syndrome|打胶|creeping|打交|打交第一名|硬核综合症|哈皮和tpz开音趴|hardcore|硬核|打架第二名|哈皮打交|哈德口|硬核综合征|罚站|友人对战|tanoc全明星|梅西哥拆机|哈德阔|梅西歌|老兵敬礼|我脸上有交互吗|怎么 我脸上是有交互吗|tpz立正|咋的我脸上是有交互吗
1124,DX,前衛的Landscape,DX,MASTER,13+,13.8,153,UNiVERSE (宙),2022-02-10,否,前衛的landscape|前卫|提纳里|阿努比斯|前卫的landscape|前卫的大都市|landepen|前卫的landepen|landscape
1123,DX,ヨミビトシラズ,DX,MASTER,13+,13.7,188,UNiVERSE (宙),2022-02-10,否,ヨミビトシラズ|冬雪莲|東雪蓮|东雪莲打伞|蓝屏|东雪莲|哇嘎得路哟|咏人不知|罕见|佚名|作者不详|東雪莲|我不知道|咏人
1118,DX,LiftOff,DX,MASTER,13+,13.9,137,UNiVERSE (宙),2022-01-14,否,liftoff|关电梯|起飞|dx四月雨|火箭|电梯下降|刑具|抬棺|发射|长角女孩|妙脆角|东云纺|赫拉0.5
1102,DX,マツヨイナイトバグ,DX,MASTER,13+,13.9,190,UNiVERSE (宙),2021-11-12,否,マツヨイナイトバグ|蠢虫|待宵的萤火虫|绿色夜光虫|阿氯|萤火虫|绿色苍蝇|东方绿毛虫|莉格露|绿色女人|绿毛虫|苍蝇妹|绿毛龟|nightbug|绿头发
1098,DX/STD,Technicians High,STD,MASTER,13+,13.8,165,UNiVERSE (宙),2019-08-09,否,technicians high|蓝的盆|高科技|标准科技高|科技很高|科技高|dx科技高|科技
1090,DX,Upshift,DX,MASTER,13+,13.9,155,UNiVERSE (宙),2021-10-01,否,upshift|在屎上|chapter 2|上蹲|upshit|大写锁定
1084,DX,スーパーシンメトリー,DX,MASTER,13+,13.9,210,UNiVERSE (宙),2021-09-16,否,スーパーシンメトリー|超对称性|supersymmetry|对称性|超对称|白银对称性
1076,DX,とびだせ！TO THE COSMIC!!,DX,MASTER,13+,13.7,185,UNiVERSE (宙),2021-09-16,否,とびだせ！to the cosmic!!|起飞|太空牛奶猫|とびだせ|女同13|とびだぜ|universe主题曲|新牛奶|飞向宇宙|缝合怪|牛奶3|牛奶2|宇宙牛奶|舞萌2023主题曲|压缩tpz|uni|uni主题曲|去宇宙|猫娘开飞船
1070,DX,BOUNCE & DANCE,DX,MASTER,13+,13.7,135,Splash+ (煌),2021-09-03,否,bounce & dance|弹舞|弹力舞|又蹦又跳|小白兔|小星|弹跳|bounce＆dance|bounce dance
1059,DX,Never Give Up!,DX,MASTER,13+,13.8,171,Splash+ (煌),2021-07-21,否,never give up!|nevergiveup|绝不认输|永不言弃|你被骗了|永不放弃|nevergonnagiveyouup|从不给上|ngu|rickroll|永远不给上|不给上|never gonna give you up
1054,DX,蒼穹舞楽,DX,MASTER,13+,13.9,195,Splash+ (煌),2021-05-28,否,蒼穹舞楽|妍酱|苍穹|斗破苍穹|菅穹舞乐|苍穹舞乐|神里绫人
1053,DX,Last Samurai,DX,MASTER,13+,13.9,57,Splash+ (煌),2021-06-25,否,last samurai|绝地武士|11月的雨|拆弹|六月雨|唯我武士|六月的食|星星武士|拼好饭|年末的雨|六月的雨|拉斯特萨姆热爱|最后的武士|dx四月雨|最后武士|十一月的雨|last炫|武士|别急5|黄金船|lastsamurai|大姬
1048,DX,生命不詳,DX,MASTER,13+,13.7,200,Splash+ (煌),2021-05-28,否,生命不詳|不知死活|死不明白|半死不活|生母不详|生命不详
1044,DX,LOSE CONTROL,DX,MASTER,13+,13.7,150,Splash+ (煌),2021-05-14,否,lose control|失控|饕餮尤魔|失去控制|塔露拉|炉石传说
1043,DX,MEGATON KICK,DX,MASTER,13+,13.9,200,Splash+ (煌),2021-05-14,否,megaton kick|大飞脚|mk|百万吨级踢腿|钢踢|踢腿|kick|兆吨|百万吨踢|大白腿|李宁踹开线|百万吨飞踢|拉普兰德
1042,DX,ヒミツCULT,DX,MASTER,13+,13.7,190,Splash+ (煌),2021-05-14,否,ヒミツcult|教程曲|秘密信徒|t+p的海底谭|吹月2|cult|我们都很棒
1039,DX,Big Daddy,DX,MASTER,13+,13.8,190,Splash+ (煌),2021-05-14,否,big daddy|星野爱高潮|大爸爸|🥵|汤姆猫|大坝|无敌爸爸|大爹|星野爱|notail|🤩|大爸|nero|比格大帝|阿嘿颜|大跌
1038,DX,Strange Bar,DX,MASTER,13+,13.9,110,Splash+ (煌),2021-05-14,否,strange bar|奇怪的条|陌生酒吧|sb|别急11|酒老二|奇怪罩杯|小金熊|奇怪的酒吧|奇怪的胸罩|酒吧|奇艺酒吧|怪酒吧|怪吧|sb2|死神之棒|奇怪酒吧|咕咕嘎嘎～|一个女人带两娃
1033,DX,MAKE IT FUNKY NOW,DX,MASTER,13+,13.7,146,Splash+ (煌),2021-04-16,否,make it funky now|milf|两面包夹芝士|🥪|makeitfuckynow|sandwich|两面包夹培根|三明治|mifn|funky
1026,DX,ハジマリノピアノ,DX,MASTER,13+,13.8,190,Splash+ (煌),2021-04-01,否,ハジマリノピアノ|大灵通|yyut|钢琴|哈吉玛丽弄钢琴|最初的钢琴
1025,DX,Sound Chimera,DX,MASTER,13+,13.9,190,Splash+ (煌),2021-03-18,否,sound chimera|声音奇美拉|天使马杀鸡|小奇美拉|音奇美拉|奇美拉|奇美拉之声|himera|灵梦撒币plus
1024,DX,もぺもぺ,DX,MASTER,13+,13.9,100,Splash+ (煌),2021-03-18,否,もぺもぺ|恐怖小花|もペもペ|毛坯毛坯|恶心|小花|草|小花花|儿童金曲|早八早八|好船|小蓝花|闪光弹|小白船|毛八|儿童鞋垫|mope|毛八毛八|鞋垫|烟火大会|毛胚毛胚|宝宝金曲|电棍电棍|mopemope|儿歌|蓝花|四川变脸|儿童邪典
1013,DX,VANTABLACK RAVER,DX,MASTER,13+,13.8,170,Splash+ (煌),2021-03-18,否,vantablack raver|黑化乙姬|红眼乙姬|哈吉马利诺雷|电鳗乙姬|完美挑战曲乙姬|吴乙凡|放电乙姬|黑乙姬|⚡乙姬⚡|乙姬红温|黑己姬|伞墨|电音乙姬|黑神话：乙姬|狂暴乙姬|乙姬丰胸|上单乙姬
1001,DX,Sweet Requiem,DX,MASTER,13+,13.7,190,Splash (爽),2021-02-05,否,sweet requiem|sr|镇魂曲|甜蜜镇魂曲|甜蜜安魂曲|灵梦转圈|塞钱|灵梦镇魂曲|红蓝灵梦|redandblue|甘美镇魂曲~永夜遐想
994,DX,Cyaegha,DX,MASTER,13+,13.8,200,Splash (爽),2021-01-08,否,cyaegha|赛伊格亚|赛落图亚|完型填空|dabcabcaabcadbaa|绿魔王|塞伊格亚|咲弥|咲弥削吐司|完形填空|花绿青|古神语|赛洛图亚|dabcabcd
993,DX,Ether Strike,DX,MASTER,13+,13.9,156,Splash (爽),2021-01-08,否,ether strike|my guiding star|📢0|零光|白内障|以太冲击|白色电音以太大冲击|乙醚罢工|零光吹喇叭|es|以太攻击|乙醚冲击|零光吹唢呐
992,DX,Arty Party,DX,MASTER,13+,13.9,180,Splash (爽),2020-12-25,否,arty party|动物派对|小动物银趴|arty|小动物音趴|小动物银啪|小动物银帕|小动物淫趴|银趴|🐻🐱🐰🐶雪豹|纵连派对|usao派对|粉兔|usao银趴|artyparty|动物银趴|我和我的动物朋友们|usao音趴|ap|小动物开银趴|动物园|狐朋狗友|usao和他的动物朋友|usao和他的狐朋狗友
988,DX,パラボラ,DX,MASTER,13+,13.8,192,Splash (爽),2020-12-11,否,パラボラ|沉淀|网球王子|篮球男孩|蓝毛体育生|白毛体育生|体育生|二次元科比|抛物线|parabola|梅西|球男
984,DX,マネマネサイコトロピック,DX,MASTER,13+,13.7,210,Splash (爽),2020-11-27,否,マネマネサイコトロピック|模仿模仿psychotropic|二重身|女同11|分身|两人玩手机|精神回归|模仿模仿|manemane|模仿模仿的精神回归|manemane的精神回归
981,DX,emomomo,DX,MASTER,13+,13.7,145,Splash (爽),2020-11-13,否,emomomo|emo|🤔️|网易云|恶魔摸摸|一般工作师匠|🤔|e3mo|emoji|黄脸
980,DX,カラッポ・ノンフィクション,DX,MASTER,13+,13.7,170,Splash (爽),2020-11-13,否,カラッポ・ノンフィクション|创世纪|彩色纪实文学|空白的非虚构故事
979,DX,c.s.q.n.,DX,MASTER,13+,13.8,174,Splash (爽),2020-11-13,否,c.s.q.n.|草酸氢纳|草酸氢钠|csqn|csdn|😑|😐|nahc2o4|厕所青年|必要条件
973,DX,Beautiful Future,DX,MASTER,13+,13.7,172,Splash (爽),2020-10-16,否,beautiful future|雷炎|美好未来|大好前程|无一物啊啊|美丽未来|美味|美好的未来
972,DX,Komplexe,DX,MASTER,13+,13.7,165,Splash (爽),2020-10-16,否,komplexe|大黑姬|雄氏老方|kom|黑姬|黑姬唱歌|complex
963,DX,Jörqer,DX,MASTER,13+,13.6,98,Splash (爽),2020-09-17,否,jörqer|别急1.5|pvq|qer|猫头鹰|jorqer|joker|小金熊|周可儿|j歌
957,DX,宛城、炎上！！,DX,MASTER,13+,13.8,175,Splash (爽),2020-09-17,否,宛城、炎上！！|钠离子|宛城|赤赤|宛城炎上|炎上|enjo|enjou|大宇宙|a9
948,DX,CHOCOLATE BOMB!!!!,DX,MASTER,13+,13.7,190,でらっくす+ (華),2020-09-04,否,chocolate bomb!!!!|cho爆炸|答辩2|巧克力炸弹|巧克力蚌埠|🍫💣|巧克力爆
941,DX,GRÄNDIR,DX,MASTER,13+,13.9,170,でらっくす+ (華),2020-08-07,否,grändir|德文|瓜点|gr|grandir|甘地
933,DX,My My My,DX,MASTER,13+,13.7,175,でらっくす+ (華),2020-07-03,否,my my my|我我我|mymymy|mai mai mai|买买买|我的我的我的|麦麦麦|mr.c|洗衣机|ccc
928,DX,CHAOS,DX,MASTER,13+,13.9,150,でらっくす+ (華),2020-06-11,否,
926,DX,Lunar Mare,DX,MASTER,13+,13.8,165,でらっくす+ (華),2020-06-11,否,
925,DX,Entrance,DX,MASTER,13+,13.7,180,でらっくす+ (華),2020-06-11,否,
912,DX,アトロポスと最果の探究者,DX,MASTER,13+,13.7,230,でらっくす+ (華),2020-02-07,否,アトロポスと最果の探究者|大奶伊蕾娜|最果|探究者|大奶子依蕾娜|大柰柰伊蕾娜|阿特洛波斯与尽头的探究者|大奈子伊蕾娜|大柰子伊蕾娜|大奶子伊蕾娜|翠果|最果探究者|大雷伊蕾娜|伊雷娜
911,DX,NULCTRL,DX,MASTER,13+,13.9,100,でらっくす+ (華),2020-02-07,否,nulctrl|nul|牛唱跳rap|牛啃草|牛ctrl|一根星星|wota艺|nc|无控|牛啃臭|cxk|牛唱跳rap篮球|唱跳rap篮球|🐮🌿|红蓝|ntr|无控制|无效控制
910,DX,energy trixxx,DX,MASTER,13+,13.8,160,でらっくす+ (華),2020-02-07,否,energy trixxx|能量叉|能量三角形|美有姬|马娘|美友姬|能量xxx|能量xx|能量三角|能量叉叉|xxx
909,DX,Black Lair,DX,MASTER,13+,13.8,150,でらっくす+ (華),2020-01-23,否,black lair|黑巢|bl|公主斗恶龙
900,DX,モ°ルモ°ル,DX,MASTER,13+,13.9,176,でらっくす+ (華),2020-01-23,否,モ°ルモ°ル|morumoru|毛儿|么么|蹦蹦炸弹|毛儿毛儿|毛肚儿毛肚儿|摸了摸了|モルモル
895,DX,プナイプナイせんそう,DX,MASTER,13+,13.8,271,でらっくす (熊),2020-01-10,否,プナイプナイせんそう|噗奶|布乃布乃万岁|扑领姨|噗奶噗奶|punai|pnpn|punaipunai
894,DX,立川浄穢捕物帳,DX,MASTER,13+,13.8,210,でらっくす (熊),2020-01-10,否,立川浄穢捕物帳|青岛侦探事务所|青岛市公安局|立川净秽捕物帐|立川|捕物帐
884,DX,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,DX,MASTER,13+,13.8,180,でらっくす (熊),2019-11-15,否,管弦楽組曲 第3番 ニ長調「第2曲（g線上のアリア）」bwv.1068-2|g弦上的咏叹调|二长调|妹妹拉小提琴|小女孩齐打交|管弦乐|管弦乐组曲|g弦
881,DX,Yakumo >>JOINT STRUGGLE (2019 Update),DX,MASTER,13+,13.9,187,でらっくす (熊),2019-11-01,否,yakumo >>joint struggle (2019 update)|2019|八云一家|八云紫|压裤摸|八云|yakumo
880,DX,"Little ""Sister"" Bitch",DX,MASTER,13+,13.8,185,でらっくす (熊),2019-11-01,否,"little ""sister"" bitch|小妹妹臭婊子|bitch|lsb|婊子|小婊子|小婊妹|小sb|碧池"
878,DX,玩具狂奏曲 -終焉-,DX,MASTER,13+,13.9,130,でらっくす (熊),2019-10-24,否,玩具狂奏曲 -終焉-|玩具|玩具狂奏曲|别急23|第五人格|玩具狂奏曲-终焉-
863,DX,Blows Up Everything,DX,MASTER,13+,13.8,215,でらっくす (熊),2019-08-09,否,blows up everything|爆|6级白谱|吹|吹爆|bue|吹爆一切|拆爆|嘿嘿歌|吹吹爆|全都可以炸完！
862,DX,TwisteD! XD,DX,MASTER,13+,13.7,200,でらっくす (熊),2019-08-09,否,twisted! xd|退订|TwisteD！XD|twisted|xd|td
861,DX,魔ジョ狩リ,DX,MASTER,13+,13.7,190,でらっくす (熊),2019-08-09,否,魔ジョ狩リ|魔女的夜宴|骑士之夜remix版|魔狩|魔女狩猎|魔法少女的魔女审判
845,DX,バーチャルダム　ネーション,DX,MASTER,13+,13.6,210,でらっくす (熊),2019-07-11,否,バーチャルダム ネーション|虚拟赛车|小汽车|赛车|印度人3|爸日儿子|virtualdam nation|印度赛车|越南|月儿子2|vn|七块钱
844,DX,MAXRAGE,DX,MASTER,13+,13.8,222,でらっくす (熊),2019-07-11,否,maxrage|暴怒|红按钮|极怒|😡|超雄|绝赞交互|迪卢克按按钮|樱雨|红温|迪卢克|满怒|超级生气|好生气|良怒2|红色重启|迪卢克按地雷|核按钮|巨他妈生气|小七|很生气|极限红温|气炸了|迪卢克按炸弹|气炸|狂怒|急怒|续标识|麻油按按钮
830,STD,終点,STD,MASTER,13+,13.7,222,FiNALE (輝),2019-06-07,否,終点|打怪兽|怪兽|b50里有终点|终点|小心地滑|污点|b50的起点|🏁
829,STD,Imperishable Night 2006 (2016 Refine),STD,MASTER,13+,13.8,161,FiNALE (輝),2019-05-24,否,imperishable night 2006 (2016 refine)|灵梦玩火|永夜抄2006|2006|2016|永夜抄
828,STD,ネクロファンタジア～Arr.Demetori,STD,MASTER,13+,13.8,180,FiNALE (輝),2019-05-24,否,ネクロファンタジア～arr.demetori|紫妈弹吉他|亡灵幻想曲|arr|老太婆弹吉他|demetori|ネクロファンタジア|少女幻葬曲|八云紫弹吉他|少女幻葬
826,STD,Altale,STD,MASTER,13+,13.7,90,FiNALE (輝),2019-05-10,否,altale|tga年度最佳|开心的小曲儿|别急2|阿泰尔|机器人|削除的电线|你先别急|机器人钓鱼|电线|漏电电线|天线
825,STD,"Good Bye, Mr. Jack",STD,MASTER,13+,13.9,180,FiNALE (輝),2019-05-10,否,"good bye, mr. jack|再见|杰哥|杰哥不要|再见杰哥|再见杰克|再见我的杰|再见叠先生"
816,STD,奏者はただ背中と提琴で語るのみ,STD,MASTER,13+,13.8,230,FiNALE (輝),2019-03-08,否,奏者はただ背中と提琴で語るのみ|月玲那知|月玲妹妹躺沙发|美少女躺沙发|奏者|奏者背后的提琴在说话|提琴
814,STD,-OutsideR:RequieM-,STD,MASTER,13+,13.6,181,FiNALE (輝),2019-03-08,否,-outsider:requiem-|拉面|🍜|妹子嗦面|outsider|嗦拉面|吃面|我和我的泡面|杯面|泡面|阿梓喵吃面|吃拉面|吃泡面|猫吃面
808,STD,Kattobi KEIKYU Rider,STD,MASTER,13+,13.7,220,FiNALE (輝),2019-02-07,否,kattobi keikyu rider|收到|电车妹|京急线|叮叮叮|丁丁电车|京急|电车骑士|五块钱|电车娘|电车|京急电车|松江有轨|列车|叮叮叮叮叮|爱上火车|叮叮电车|丁丁车|叮叮车|呦西哟西|京急电铁|电车难题|新干线
793,STD,セイクリッド　ルイン,STD,MASTER,13+,13.9,186,FiNALE (輝),2018-12-13,否,セイクリッド ルイン|肾虚|太鼓达人|圣灭|圣墟
784,STD,My First Phone,STD,MASTER,13+,13.8,114,MiLK+ (雪),2018-12-04,否,my first phone|爷の手机|别急20|中二的雨|手机|电话|☎️|小灵通|我的第一部手机|别急3|座机|👴的第一部手机
776,STD,にじよめちゃん体操第一億,STD,MASTER,13+,13.8,120,MiLK+ (雪),2018-11-06,否,にじよめちゃん体操第一億|体操第一亿|体操|体操第一億|牵线木偶|体操一亿|🤤
773,STD,We Gonna Journey,STD,MASTER,13+,13.9,160,MiLK+ (雪),2018-10-25,否,we gonna journey|wgj|我们要旅行|王国军|我们去旅行|红色长角|我们去旅游
771,STD,なるとなぎのパーフェクトロックンロール教室,STD,MASTER,13+,13.7,216,MiLK+ (雪),2018-10-16,否,なるとなぎのパーフェクトロックンロール教室|冒牌⑨|摇滚教室|箱部鸣与小佛凪的完美摇滚教室|琪露诺的完美算数教室|⑨|中二教室|数学教室|彩绿琪露诺
769,STD,進捗どうですか？,STD,MASTER,13+,13.6,199,MiLK+ (雪),2018-10-02,否,進捗どうですか？|进步|进度如何|进展如何|进度|八云橙|进度怎么样了
768,STD,アマノジャクリバース feat. ｙｔｒ,STD,MASTER,13+,13.9,160,MiLK+ (雪),2018-10-02,否,アマノジャクリバース feat. ｙｔｒ|🚸|天邪鬼反转|0梦过马路|天邪鬼|灵梦过街|ytr|过马路|灵梦过马路
763,STD,ULTRA B+K,STD,MASTER,13+,13.9,175,MiLK+ (雪),2018-09-18,否,ultra b+k|b+k|超级bk|ubk|河天|超级汉堡王|bk2
753,STD,keep hopping,STD,MASTER,13+,13.9,155,MiLK+ (雪),2018-07-24,否,keep hopping|kh|一直跳|一起摇摆|kamome sano|保持火拼
751,STD,Rodeo Machine,STD,MASTER,13+,13.8,115,MiLK+ (雪),2018-07-11,否,rodeo machine|欧内的手|广播|绿手手|碳酸的大手|蠢鹿|绿手指|马|绿手|绿皮星星歌|见手青|社交的手腕
749,STD,進め！イッスン軍団 -Rebellion of the Dwarfs-,STD,MASTER,13+,13.7,172,MiLK+ (雪),2018-07-03,否,進め！イッスン軍団 -rebellion of the dwarfs-|小碗|小小兵团|前进军团|针妙丸军团|针妙丸|针|小人国|绣花针|进军团|一尺军团|军团
743,DX/STD,ENERGY SYNERGY MATRIX,STD,MASTER,13+,13.9,160,MiLK+ (雪),2018-06-21,否,energy synergy matrix|标esm|esm|沙雕猫|esm跑|神经猫|恶俗猫|饿死猫|跑路猫|dxesm|傻吊猫|dxesm跑|邮政|一只猫拖着另一只猫跑
735,STD,Mare Maris,STD,MASTER,13+,13.9,150,MiLK (白),2018-05-22,否,mare maris|开船|⛵|大航海|鸭屁股|贼船|小白船|船|🚤|船歌|stasis|小破船|海面谭|帆船|白船来航|郑和下西洋|明日方舟
732,STD,Doll Judgment,STD,MASTER,13+,13.8,230,MiLK (白),2018-05-08,否,doll judgment|玩偶审判|人形裁判|人偶审判|人形审判|人偶|dj|玩偶|人偶裁判|人偶裁决
731,STD,疾走あんさんぶる,STD,MASTER,13+,13.7,195,MiLK (白),2018-05-08,否,疾走あんさんぶる|疾走乐队|疾走|骚灵三姐妹
730,DX/STD,天狗の落とし文 feat. ｙｔｒ,DX,MASTER,13+,13.7,160,PRiSM (鏡),2018-05-08,否,天狗の落とし文 feat. ｙｔｒ|天狗|犹太人|天狗落|天狗的匿名信|天狗的无名文书|ytr|天狗落文|天狗之落|天狗の落とし文
718,STD,Candy Tall Woman,STD,MASTER,13+,13.8,190,MiLK (白),2018-03-20,否,candy tall woman|狗日的wjr|糖女士|糖果高女人|糖高女|糖果高女士|太宗偷女人|高血糖|砍弟搞女人|高血糖女人
717,STD,ナンセンス文学,STD,MASTER,13+,13.6,154,MiLK (白),2018-03-06,否,ナンセンス文学|o.o|拍手文学|无意义文学|废话文学|海底谭文学|latata|文学
711,STD,ギリギリ最強あいまいみー！,STD,MASTER,13+,13.7,185,MiLK (白),2018-02-20,否,
707,STD,人生リセットボタン,STD,MASTER,13+,13.8,200,MiLK (白),2018-02-06,否,人生リセットボタン|人生重置按钮|人生重开|人生重置键|人生重启键|人生重置|dame|remake|人生重启|人生复位按钮|人生重来键|重开按钮|人生|人生reset button|人生重启按钮
706,STD,ドーナツホール,STD,MASTER,13+,13.6,252,MiLK (白),2018-02-06,否,ドーナツホール|甜圈洞|甜甜圈|🍩|甜甜圈洞
696,STD,拝啓ドッペルゲンガー,STD,MASTER,13+,13.8,181,MiLK (白),2017-12-14,否,拝啓ドッペルゲンガー|我裂开来|分身|拜启|敬启我的分身|敬启分身|影分身十字斩|敬启|yhc|二重身
695,STD,REVIVER オルタンシア・サーガ -蒼の騎士団- オリジナルVer.,STD,MASTER,13+,13.7,200,MiLK (白),2017-12-14,否,reviver オルタンシア・サーガ -蒼の騎士団- オリジナルver.|reviver|伝説のオルタンシアの蒼の騎士団！|歌名很长的那首|苍之骑士团|苍骑|骑士团|灼眼白毛
692,STD,MilK,STD,MASTER,13+,13.8,150,MiLK (白),2017-12-14,否,milk|白色液体|牛奶|奶|😋
688,DX/STD,Calamity Fortune,DX,MASTER,13+,13.6,200,でらっくす (熊),2017-12-05,否,calamity fortune|常发|卡拉米提佛纯|穿越火线|标cf|早苗教你画星星|leaf教你画星星|标准cf|灾厄命运|sdcf|小鸟游没几几|cf|dxcf|东风谷早苗|风神录五面道中
